MachineID,Model Revision,Lot Number,Sub Lot Number,Index,Lane,Panel Barcode,Date,Panel Result,ModuleID,Module Name,Grouping Module Barcode,Module Barcode,Module Result,Location Name,Component Code,Sub Code,Comp. Barcode,Comp.Result,Rep.Defect,SizeX,SizeY,OffsetX,OffsetY,M.OffsetX,M.OffsetY,T.OffsetX,T.OffsetY,Rotation,BodyLift,BodyLiftAngle,Height,Height(%),Area,Area(%),Volume,Volume(%),Coplanarity,TopGray,BridgeComponents,IPC,User Module 1,User Module 2,Lift ROI,Lift Min,Lift Max,B.OffsetX,B.OffsetY,B.Length,B.Width,M.Interference Left,M.Interference Right,M.Interference Top,M.Interference Bottom,C.Interference Location,C.Interference Distance,Gap Height(Die to Ball),Measure Pos,Feature Distance
1,,,,38,Front,EE-EEE,2023-10-03 12:32:23,NG,1,Board1,,,NG,C110,0160-9213-0001,,,GOOD,,915.056,457.528,-15.121,5.619,-5.619,-15.121,0,0,-0.646,1.606,0.067,474.296,98.812,459800.000,109.826,0,0,0,0,,,,,475.099|473.492,0,0,0,0,0,0,0,0,0,0,,0,0,,
1,,,,38,Front,EE-EEE,2023-10-03 12:32:23,NG,1,Board1,,,NG,C111,0160-9275-0001,,,GOOD,,900.982,499.967,-9.201,-10.648,10.648,-9.201,0,0,-0.192,2.410,0.141,488.352,99.664,509800.000,113.173,0,0,0,0,,,,,487.147|489.557,0,0,0,0,0,0,0,0,0,0,,0,0,,
1,,,,38,Front,EE-EEE,2023-10-03 12:32:23,NG,1,Board1,,,NG,C120,0160-9213-0001,,,GOOD,,915.056,457.528,-11.265,29.688,11.265,-29.688,0,0,-2.235,17.671,0.134,467.870,97.473,491100.000,117.302,0,0,0,0,,,,,459.034|476.705,0,0,0,0,0,0,0,0,0,0,,0,0,,
1,,,,38,Front,EE-EEE,2023-10-03 12:32:23,NG,1,Board1,,,NG,C260,453564735121-0001,,,GOOD,,7663.130,5617.060,-7.124,-37.126,-7.124,-37.126,0,0,-0.600,50.504,0.514,2298.250,100.360,43044300.000,100.000,0,0,0,21,,,,,2272.994|2299.336|2323.498|2294.747,0,0,0,0,0,0,0,0,0,0,,0,0,,
1,,,,38,Front,EE-EEE,2023-10-03 12:32:23,NG,1,Board1,,,NG,C270,453564106811-0001,,,GOOD,,1433.410,688.537,4.826,24.017,24.017,-4.826,0,0,1.102,4.819,0.507,777.910,105.123,986956.000,100.000,0,0,0,154,,,,,780.320|775.500,0,0,0,0,0,0,0,0,0,0,,0,0,,
1,,,,38,Front,EE-EEE,2023-10-03 12:32:23,NG,1,Board1,,,NG,C271,453564106811-0001,,,GOOD,,1433.410,688.537,8.176,-1.131,1.131,8.176,0,0,1.428,4.016,0.549,776.705,104.960,986956.000,100.000,0,0,0,149,,,,,774.697|778.713,0,0,0,0,0,0,0,0,0,0,,0,0,,
1,,,,38,Front,EE-EEE,2023-10-03 12:32:23,NG,1,Board1,,,NG,C360,453564735121-0001,,,GOOD,,7663.130,5617.060,7.105,-16.198,7.105,-16.198,0,0,-0.511,43.411,0.507,2277.510,99.455,43044300.000,100.000,0,0,0,28,,,,,2269.295|2299.216|2287.332|2255.805,0,0,0,0,0,0,0,0,0,0,,0,0,,
1,,,,38,Front,EE-EEE,2023-10-03 12:32:23,NG,1,Board1,,,NG,C370,453564106811-0001,,,GOOD,,1433.410,688.537,13.702,-22.498,-22.498,-13.702,0,0,0.889,2.410,0.338,769.476,103.983,986956.000,100.000,0,0,0,145,,,,,770.681|768.271,0,0,0,0,0,0,0,0,0,0,,0,0,,
1,,,,38,Front,EE-EEE,2023-10-03 12:32:23,NG,1,Board1,,,NG,C371,453564106811-0001,,,GOOD,,1433.410,688.537,-0.577,-9.521,9.521,-0.577,0,0,1.328,0.803,0.592,761.444,102.898,986956.000,100.000,0,0,0,152,,,,,761.846|761.043,0,0,0,0,0,0,0,0,0,0,,0,0,,
1,,,,38,Front,EE-EEE,2023-10-03 12:32:23,NG,1,Board1,,,NG,C410,0160-9246-0001,,,GOOD,,863.955,457.620,-27.906,-24.681,-27.906,-24.681,0,0,-1.439,0.803,1.014,469.075,104.239,395363.000,100.000,0,0,0,0,,,,,468.673|469.476,0,0,0,0,0,0,0,0,0,0,,0,0,,
1,,,,38,Front,EE-EEE,2023-10-03 12:32:23,NG,1,Board1,,,NG,C411,0160-9246-0001,,,GOOD,,863.955,457.620,-22.338,-0.121,-22.338,-0.121,0,0,-1.169,1.606,0.652,485.541,107.898,395363.000,100.000,0,0,0,0,,,,,486.344|484.737,0,0,0,0,0,0,0,0,0,0,,0,0,,
1,,,,38,Front,EE-EEE,2023-10-03 12:32:23,NG,1,Board1,,,NG,C412,453564106811-0001,,,GOOD,,1433.410,688.537,4.618,-22.419,4.618,-22.419,0,0,2.174,17.671,0.592,754.617,101.975,986956.000,100.000,0,0,0,170,,,,,763.452|745.781,0,0,0,0,0,0,0,0,0,0,,0,0,,
1,,,,38,Front,EE-EEE,2023-10-03 12:32:23,NG,1,Board1,,,NG,C510,453564106811-0001,,,GOOD,,1433.410,688.537,25.613,-0.521,0.521,25.613,0,0,1.426,4.016,0.127,747.789,101.053,986956.000,100.000,0,0,0,175,,,,,745.781|749.798,0,0,0,0,0,0,0,0,0,0,,0,0,,
1,,,,38,Front,EE-EEE,2023-10-03 12:32:23,NG,1,Board1,,,NG,C511,0160-9300-0001,,,GOOD,,1866.960,1152.910,3.744,-8.173,8.173,3.744,0,0,-0.095,4.819,0.392,1204.420,101.211,2152440.000,100.000,0,0,0,134,,,,,1202.006|1206.826,0,0,0,0,0,0,0,0,0,0,,0,0,,
1,,,,38,Front,EE-EEE,2023-10-03 12:32:23,NG,1,Board1,,,NG,C515,0160-9213-0001,,,GOOD,,915.056,457.528,33.076,-8.821,-8.821,-33.076,0,0,-1.605,9.639,0.939,476.705,99.314,457900.000,109.372,0,0,0,0,,,,,471.886|481.524,0,0,0,0,0,0,0,0,0,0,,0,0,,
1,,,,38,Front,EE-EEE,2023-10-03 12:32:23,NG,1,Board1,,,NG,C516,0160-9213-0001,,,GOOD,,915.056,457.528,-22.234,31.173,-31.173,-22.234,0,0,-3.328,10.442,0.402,473.894,98.728,469700.000,112.190,0,0,0,0,,,,,468.673|479.115,0,0,0,0,0,0,0,0,0,0,,0,0,,
1,,,,38,Front,EE-EEE,2023-10-03 12:32:23,NG,1,Board1,,,NG,C550,453564106811-0001,,,GOOD,,1433.410,688.537,10.600,14.644,14.644,-10.600,0,0,1.333,4.016,0.380,750.199,101.378,986956.000,100.000,0,0,0,177,,,,,752.207|748.191,0,0,0,0,0,0,0,0,0,0,,0,0,,
1,,,,38,Front,EE-EEE,2023-10-03 12:32:23,NG,1,Board1,,,NG,C551,0160-9300-0001,,,GOOD,,1866.960,1152.910,2.801,8.251,8.251,-2.801,0,0,-0.591,3.213,0.392,1226.100,103.034,2152440.000,100.000,0,0,0,128,,,,,1224.496|1227.709,0,0,0,0,0,0,0,0,0,0,,0,0,,
1,,,,38,Front,EE-EEE,2023-10-03 12:32:23,NG,1,Board1,,,NG,C613,0160-9215-0001,,,GOOD,,915.056,457.528,-24.637,5.661,-5.661,-24.637,0,0,-1.693,8.032,0,484.737,103.136,459300.000,109.706,0,0,0,0,,,,,480.721|488.753,0,0,0,0,0,0,0,0,0,0,,0,0,,
1,,,,38,Front,EE-EEE,2023-10-03 12:32:23,NG,1,Board1,,,NG,C620,0160-9213-0001,,,GOOD,,915.056,457.528,23.558,28.490,28.490,-23.558,0,0,-1.637,3.213,0.201,477.508,99.481,466300.000,111.378,0,0,0,0,,,,,475.902|479.115,0,0,0,0,0,0,0,0,0,0,,0,0,,
1,,,,38,Front,EE-EEE,2023-10-03 12:32:23,NG,1,Board1,,,NG,C650,0160-9213-0001,,,GOOD,,915.056,457.528,-32.849,-8.824,8.824,-32.849,0,0,-2.123,4.819,0.536,487.147,101.489,468800.000,111.975,0,0,0,0,,,,,489.557|484.737,0,0,0,0,0,0,0,0,0,0,,0,0,,
1,,,,38,Front,EE-EEE,2023-10-03 12:32:23,NG,1,Board1,,,NG,C651,0160-9246-0001,,,GOOD,,863.955,457.620,-12.845,-52.802,-52.802,12.845,0,0,-2.032,2.410,0.652,486.745,108.166,395363.000,100.000,0,0,0,0,,,,,485.541|487.950,0,0,0,0,0,0,0,0,0,0,,0,0,,
1,,,,38,Front,EE-EEE,2023-10-03 12:32:23,NG,1,Board1,,,NG,C670,0160-9213-0001,,,GOOD,,915.056,457.528,15.873,-16.680,15.873,-16.680,0,0,-1.184,17.671,1.006,467.870,97.473,470400.000,112.357,0,0,0,0,,,,,476.705|459.034,0,0,0,0,0,0,0,0,0,0,,0,0,,
1,,,,38,Front,EE-EEE,2023-10-03 12:32:23,NG,1,Board1,,,NG,C710,0160-9246-0001,,,GOOD,,863.955,457.620,-22.217,-11.225,-11.225,22.217,0,0,-1.989,3.213,0.290,477.508,106.113,395363.000,100.000,0,0,0,0,,,,,475.902|479.115,0,0,0,0,0,0,0,0,0,0,,0,0,,
1,,,,38,Front,EE-EEE,2023-10-03 12:32:23,NG,1,Board1,,,NG,C730,0160-9213-0001,,,GOOD,,915.056,457.528,-16.779,-26.154,-16.779,-26.154,0,0,-0.963,11.245,0.872,462.247,96.302,474300.000,113.289,0,0,0,0,,,,,456.625|467.870,0,0,0,0,0,0,0,0,0,0,,0,0,,
1,,,,38,Front,EE-EEE,2023-10-03 12:32:23,NG,1,Board1,,,NG,C740,0160-9275-0001,,,GOOD,,900.982,499.967,-23.507,4.861,23.507,-4.861,0,0,0.216,1.606,0.990,463.854,94.664,510600.000,113.350,0,0,0,0,,,,,463.051|464.657,0,0,0,0,0,0,0,0,0,0,,0,0,,
1,,,,38,Front,EE-EEE,2023-10-03 12:32:23,NG,1,Board1,,,NG,C741,0160-9213-0001,,,GOOD,,915.056,457.528,3.117,9.842,9.842,-3.117,0,0,-1.405,21.687,0.603,477.910,99.565,450500.000,107.604,0,0,0,0,,,,,467.067|488.753,0,0,0,0,0,0,0,0,0,0,,0,0,,
1,,,,38,Front,EE-EEE,2023-10-03 12:32:23,NG,1,Board1,,,NG,C742,0160-9213-0001,,,GOOD,,915.056,457.528,-24.131,6.557,-6.557,-24.131,0,0,-1.044,10.442,0.805,481.123,100.234,460800.000,110.064,0,0,0,0,,,,,475.902|486.344,0,0,0,0,0,0,0,0,0,0,,0,0,,
1,,,,38,Front,EE-EEE,2023-10-03 12:32:23,NG,1,Board1,,,NG,C743,0160-9213-0001,,,GOOD,,915.056,457.528,-20.821,-1.065,-20.821,-1.065,0,0,-0.898,3.213,0.536,455.018,94.796,474000.000,113.217,0,0,0,0,,,,,456.625|453.412,0,0,0,0,0,0,0,0,0,0,,0,0,,
1,,,,38,Front,EE-EEE,2023-10-03 12:32:23,NG,1,Board1,,,NG,C744,0160-9213-0001,,,GOOD,,915.056,457.528,-26.142,18.541,-18.541,-26.142,0,0,-1.537,4.016,0.402,476.304,99.230,456600.000,109.061,0,0,0,0,,,,,478.312|474.296,0,0,0,0,0,0,0,0,0,0,,0,0,,
1,,,,38,Front,EE-EEE,2023-10-03 12:32:23,NG,1,Board1,,,NG,C751,0160-9213-0001,,,GOOD,,915.056,457.528,-7.046,18.997,-18.997,-7.046,0,0,-1.807,6.426,0.603,483.934,100.820,459700.000,109.802,0,0,0,0,,,,,487.147|480.721,0,0,0,0,0,0,0,0,0,0,,0,0,,
1,,,,38,Front,EE-EEE,2023-10-03 12:32:23,NG,1,Board1,,,NG,C755,0160-9213-0001,,,GOOD,,915.056,457.528,5.788,-45.413,5.788,-45.413,0,0,0.467,10.442,1.006,457.026,95.214,480000.000,114.650,0,0,0,0,,,,,462.247|451.806,0,0,0,0,0,0,0,0,0,0,,0,0,,
1,,,,38,Front,EE-EEE,2023-10-03 12:32:23,NG,1,Board1,,,NG,C756,0160-9215-0001,,,GOOD,,915.056,457.528,-7.629,-3.446,-7.629,-3.446,0,0,-0.898,11.245,0.536,465.460,99.034,455000.000,108.679,0,0,0,0,,,,,471.083|459.838,0,0,0,0,0,0,0,0,0,0,,0,0,,
1,,,,38,Front,EE-EEE,2023-10-03 12:32:23,NG,1,Board1,,,NG,C760,0160-9213-0001,,,GOOD,,915.056,457.528,-10.738,2.968,-10.738,2.968,0,0,-0.680,14.458,0.939,463.854,96.636,466400.000,111.402,0,0,0,0,,,,,456.625|471.083,0,0,0,0,0,0,0,0,0,0,,0,0,,
1,,,,38,Front,EE-EEE,2023-10-03 12:32:23,NG,1,Board1,,,NG,C761,0160-9215-0001,,,GOOD,,915.056,457.528,-3.818,4.477,-3.818,4.477,0,0,-1.622,11.245,1.207,463.051,98.521,472800.000,112.931,0,0,0,0,,,,,468.673|457.428,0,0,0,0,0,0,0,0,0,0,,0,0,,
1,,,,38,Front,EE-EEE,2023-10-03 12:32:23,NG,1,Board1,,,NG,C772,0160-9214-0001,,,GOOD,,940.213,449.468,-19.368,8.620,8.620,19.368,0,0,1.155,2.410,0,484.336,96.867,505000.000,119.500,0,0,0,0,,,,,485.541|483.131,0,0,0,0,0,0,0,0,0,0,,0,0,,
1,,,,38,Front,EE-EEE,2023-10-03 12:32:23,NG,1,Board1,,,NG,C773,0160-9246-0001,,,GOOD,,863.955,457.620,-16.232,3.415,3.415,16.232,0,0,-1.668,9.639,1.449,473.492,105.221,395363.000,100.000,0,0,0,0,,,,,478.312|468.673,0,0,0,0,0,0,0,0,0,0,,0,0,,
1,,,,38,Front,EE-EEE,2023-10-03 12:32:23,NG,1,Board1,,,NG,C774,0160-9246-0001,,,GOOD,,863.955,457.620,-32.860,22.807,-22.807,-32.860,0,0,-1.541,7.229,0.797,475.500,105.667,395363.000,100.000,0,0,0,0,,,,,479.115|471.886,0,0,0,0,0,0,0,0,0,0,,0,0,,
1,,,,38,Front,EE-EEE,2023-10-03 12:32:23,NG,1,Board1,,,NG,C775,0160-9246-0001,,,GOOD,,863.955,457.620,-27.394,-23.694,-23.694,27.394,0,0,-3.339,6.426,0.145,465.460,103.436,395363.000,100.000,0,0,0,0,,,,,462.247|468.673,0,0,0,0,0,0,0,0,0,0,,0,0,,
1,,,,38,Front,EE-EEE,2023-10-03 12:32:23,NG,1,Board1,,,NG,C810,0160-9213-0001,,,GOOD,,915.056,457.528,-0.817,38.927,0.817,-38.927,0,0,-0.621,4.819,0.603,444.577,92.620,471900.000,112.716,0,0,0,0,,,,,446.986|442.167,0,0,0,0,0,0,0,0,0,0,,0,0,,
1,,,,38,Front,EE-EEE,2023-10-03 12:32:23,NG,1,Board1,,,NG,C850,0160-9301-0001,,,GOOD,,1492.690,797.068,-36.406,4.110,-36.406,4.110,0,0,-0.346,9.639,0.126,830.119,101.234,1189780.000,100.000,0,0,0,167,,,,,825.300|834.938,0,0,0,0,0,0,0,0,0,0,,0,0,,
1,,,,38,Front,EE-EEE,2023-10-03 12:32:23,NG,1,Board1,,,NG,C851,0160-9301-0001,,,GOOD,,1492.690,797.068,-22.774,19.922,22.774,-19.922,0,0,-0.368,23.293,0.294,828.111,100.989,1189780.000,100.000,0,0,0,162,,,,,816.464|839.757,0,0,0,0,0,0,0,0,0,0,,0,0,,
1,,,,38,Front,EE-EEE,2023-10-03 12:32:23,NG,1,Board1,,,NG,C852,0160-9301-0001,,,GOOD,,1492.690,797.068,-9.788,32.353,9.788,-32.353,0,0,-0.764,12.048,1.009,833.733,101.675,1189780.000,100.000,0,0,0,164,,,,,839.757|827.709,0,0,0,0,0,0,0,0,0,0,,0,0,,
1,,,,38,Front,EE-EEE,2023-10-03 12:32:23,NG,1,Board1,,,NG,C853,0160-9213-0001,,,GOOD,,915.056,457.528,6.595,39.219,-6.595,-39.219,0,0,-1.026,17.671,1.006,464.657,96.804,479500.000,114.531,0,0,0,0,,,,,455.822|473.492,0,0,0,0,0,0,0,0,0,0,,0,0,,
1,,,,38,Front,EE-EEE,2023-10-03 12:32:23,NG,1,Board1,,,NG,C854,0160-9301-0001,,,GOOD,,1492.690,797.068,-17.101,26.678,-17.101,26.678,0,0,-0.881,7.229,0.042,812.047,99.030,1189780.000,100.000,0,0,0,162,,,,,808.432|815.661,0,0,0,0,0,0,0,0,0,0,,0,0,,
1,,,,38,Front,EE-EEE,2023-10-03 12:32:23,NG,1,Board1,,,NG,C870,0160-9434-0001,,,GOOD,,3264.550,2469.220,-14.833,14.373,-14.833,14.373,0,0,0.399,12.851,0.499,2561.040,100.433,8060890.000,100.000,0,0,0,103,,,,,2554.617|2567.468,0,0,0,0,0,0,0,0,0,0,,0,0,,
1,,,,38,Front,EE-EEE,2023-10-03 12:32:23,NG,1,Board1,,,NG,C871,0160-9300-0001,,,GOOD,,1866.960,1152.910,27.600,39.125,27.600,39.125,0,0,1.379,16.064,0.428,1212.450,101.886,2152440.000,100.000,0,0,0,137,,,,,1204.416|1220.480,0,0,0,0,0,0,0,0,0,0,,0,0,,
1,,,,38,Front,EE-EEE,2023-10-03 12:32:23,NG,1,Board1,,,NG,C872,0160-9213-0001,,,GOOD,,915.056,457.528,-3.214,-5.115,-3.214,-5.115,0,0,-0.161,18.474,0.671,465.862,97.055,483400.000,115.463,0,0,0,0,,,,,456.625|475.099,0,0,0,0,0,0,0,0,0,0,,0,0,,
1,,,,38,Front,EE-EEE,2023-10-03 12:32:23,NG,1,Board1,,,NG,E410,9170-8226-0001,,,GOOD,,1906.910,1156.510,-50.711,7.037,-50.711,7.037,0,0,0.939,5.622,0.208,796.785,97.169,2578000.000,116.897,0,0,0,90,,,,,799.597|793.974,0,0,0,0,0,0,0,0,0,0,,0,0,,
1,,,,38,Front,EE-EEE,2023-10-03 12:32:23,NG,1,Board1,,,NG,E411,9170-8226-0001,,,GOOD,,1906.910,1156.510,-48.884,21.854,-48.884,21.854,0,0,1.227,5.622,0,795.982,97.071,2521200.000,114.321,0,0,0,88,,,,,798.794|793.171,0,0,0,0,0,0,0,0,0,0,,0,0,,
1,,,,38,Front,EE-EEE,2023-10-03 12:32:23,NG,1,Board1,,,NG,E412,9170-8226-0001,,,GOOD,,1906.910,1156.510,-56.259,19.176,-56.259,19.176,0,0,0.566,4.016,0.069,808.030,98.540,2503400.000,113.514,0,0,0,91,,,,,810.039|806.022,0,0,0,0,0,0,0,0,0,0,,0,0,,
1,,,,38,Front,EE-EEE,2023-10-03 12:32:23,NG,1,Board1,,,NG,E413,9170-1733-0001,,,GOOD,,3074.570,2396.120,-31.510,-31.390,-31.510,-31.390,0,0,1.383,9.639,0.277,2522.490,97.019,7589000.000,103.013,0,0,0,0,,,,,2527.308|2517.669,0,0,0,0,0,0,0,0,0,0,,0,0,,
1,,,,38,Front,EE-EEE,2023-10-03 12:32:23,NG,1,Board1,,,NG,E510,9170-1733-0001,,,GOOD,,3074.570,2396.120,18.883,-8.549,8.549,18.883,0,0,1.574,30.522,0.403,2527.310,97.204,7461100.000,101.277,0,0,0,0,,,,,2512.047|2542.569,0,0,0,0,0,0,0,0,0,0,,0,0,,
1,,,,38,Front,EE-EEE,2023-10-03 12:32:23,NG,1,Board1,,,NG,E550,9170-1733-0001,,,GOOD,,3074.570,2396.120,21.073,-53.057,-53.057,-21.073,0,0,2.002,2.410,0.529,2511.650,96.602,7412700.000,100.620,0,0,0,0,,,,,2510.440|2512.850,0,0,0,0,0,0,0,0,0,0,,0,0,,
